gene_id	control_1	control_2	control_3	control_4	control_5	control_6	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6
Zm00001eb056720	27.09	24.1	7.88	7.23	18.09	19.4	33.39	32.02	13.77	12.55	23.21	23.19
Zm00001eb056760	4.19	3	2.03	0.95	2.24	1.99	4.91	5.94	2.3	2.33	4.7	4.68
#N/A	2.45	2.53	0.81	1.09	0.83	1.97	3.04	2.64	1.96	0.88	1.77	2.99
Zm00001eb033590	11.12	12.31	4.04	3.29	8.95	8.09	12.4	13.21	6.24	6.9	12.29	11.24
Zm00001eb407680	5.23	7.69	1.58	1.95	6.55	6.46	7.94	8.13	4.2	3.86	10.95	12.12
Zm00001eb407700	1.16	1.27	1.29	0.35	1.02	0.66	1.51	0.89	1.44	1.06	2.56	3.5
Zm00001eb140940	6.87	5.35	0.93	2.22	0.24	1.92	7.01	7.45	0.93	0.72	1.73	0.74
Zm00001eb080260	22.94	19.25	0.16	0.09	4.82	4.65	11.12	11.86	0.11	0.06	0.63	0.34
Zm00001eb217020	59.95	63.58	71.28	70.45	52.37	52.14	48.71	45.91	44.55	43.19	42.39	39.96
Zm00001eb424550	7.82	7.79	3.68	1.81	6.41	7.44	8.3	7.55	4.32	5.05	7.68	6.89
Zm00001eb018200	0.32	0.65	5.7	5.96	6.25	5.19	0.92	0.67	25.93	23.68	26	28.3
#N/A	0.46	0.47	0.48	1.04	0.52	1.81	1.23	1.51	1.22	0.33	1.36	1.24
Zm00001eb090890	0.56	0.81	0.33	1.86	2.64	1.97	1.05	0.89	2.77	3.4	1.41	1.23
Zm00001eb114880	6.92	3.71	2.27	7.79	5.45	5.47	6.39	1.84	8.86	4.8	5.39	0.87
Zm00001eb219690	13.17	12.12	2.01	1.81	9.4	10.78	13.08	13.29	1.27	1.3	3.91	3.89
Zm00001eb428800	18.37	19.86	15.44	12.38	14.72	12.21	30.99	33.4	19.13	18.29	26.43	29.94
Zm00001eb205230	1.52	2	0.44	0.35	0.31	0.38	1.26	1.57	0.29	0.15	0.55	0.7
Zm00001eb205240	3.72	5.35	2.56	2.15	2.81	4.06	5.46	3.37	1.05	1.85	3.03	2.86
Zm00001eb318310	16.67	17.42	7.38	7.83	10.44	9.09	22.44	22.74	12.09	12.01	11.93	12.78
#N/A	0.89	1.51	0.87	2.29	2.4	3.59	2.77	2.46	2.02	1.18	1.83	1.83
Zm00001eb129010	0.23	0.44	23.43	23.03	2.38	2.64	0.48	1.14	10.48	8.1	12.65	12.23
Zm00001eb192750	2.16	2.66	0.22	0.24	0.62	0.39	3.38	2.63	2.47	2.3	0.16	0.08
Zm00001eb137580	33.46	39.72	7.65	5.03	43.59	35.9	34.79	30.4	6.8	4.52	11.36	14.19
Zm00001eb105820	1.06	1.38	1.99	2.1	0.99	0.92	1.33	0.71	7.35	5.05	1.09	1.09
Zm00001eb261890	16.28	13.04	18.13	18.2	20.95	17.66	16.11	17.12	13.24	11.05	29.28	30.69
Zm00001eb064410	16.06	17.65	11.4	15.44	17.96	20.11	28.46	23.22	24.58	27.56	31.19	25.26
Zm00001eb014600	37.72	39.61	163.43	170.8	148.76	134.73	66.48	65.16	296.82	289.06	130.79	131.9
Zm00001eb361380	2.7	1.1	4.99	5.01	2.73	1.64	2.8	0.99	6.49	4.57	6.12	4.16
Zm00001eb375580	0.97	0.66	32.84	29.23	4.08	3.1	3.7	3.69	104.56	92.63	78.1	82.6
Zm00001eb261870	15.64	15.36	11.05	10.76	14.52	14.12	22.48	23.71	12.64	11.32	13.67	13.09
Zm00001eb008080	27.45	26.99	60.41	68.22	116.58	102.26	60.4	67.54	43.89	38.57	79.26	81.31
#N/A	0.76	0.48	2.86	2.35	4.6	2.68	2.56	0.89	33.58	32.8	23.28	24.66
Zm00001eb363610	0.56	0.46	26.18	22.97	6.83	5	1.29	2.34	43.81	42.64	12.12	14
Zm00001eb363650	1.02	1.24	265.73	248.06	12.23	11.51	1.66	0.42	200.44	190.44	6.5	6.59
Zm00001eb173480	16.43	18.3	0.33	0.21	17	16.5	19.6	20.59	0.53	0.68	7.5	7.13
Zm00001eb359140	8.83	8.03	28.33	31.66	6.05	6.71	10.89	6.56	18.4	19.78	5.6	5.55
Zm00001eb115290	16.12	14.48	40.09	39.4	10.47	11.82	26.38	26.99	24	23.32	19.44	20.22
#N/A	16.88	13.41	38.79	42.28	17.19	19.76	27.08	25.1	49.72	56.92	31.74	31.29
Zm00001eb173490	104.1	106.82	43.76	42	110.08	103.24	92.98	95.24	61.71	53.03	37.86	32.55
#N/A	3.68	4.75	1.08	0.36	3.83	4.24	4	2.9	0.74	0.41	1.56	2.16
#N/A	14.14	13.87	11.58	10.21	14.17	16.13	15.17	15.36	10.66	9.88	9.52	8.77
Zm00001eb325640	0.09	0.28	4.28	3.93	8.51	7.49	0.47	0.48	13.78	11.54	8.63	9.43
Zm00001eb370480	10.38	10.1	110.35	121.09	13.47	14.51	9.53	7.84	33.13	31.88	8.25	7
#N/A	14.3	12.95	4.15	2.91	7.81	10.14	16.7	18.14	4.29	4.65	6.51	5.9
Zm00001eb070200	71.32	69.03	28.21	33.15	59.08	49.4	67.33	57.7	44	44.7	18	21.65
Zm00001eb304740	6.47	6.16	18.67	17.62	6.12	5.61	8.91	7.68	9.43	10.32	4.86	5.19
Zm00001eb140390	15.71	14.85	1.82	2.01	32.08	36.37	24.43	26.95	3.44	2.85	15.86	13.61
Zm00001eb022130	3.24	3.84	2.23	2.69	5.1	5.52	4.87	5.39	4.02	4.05	5.34	5.51
Zm00001eb121020	2.52	1.66	13.67	10.74	5.68	3.14	0.61	0.46	2.02	2.8	0.92	1.98
Zm00001eb417900	22.15	19.92	5.21	5.79	16.59	19.15	28.15	31.47	9.37	11.13	28.33	24.4
Zm00001eb072940	7.8	7.56	1.17	0.77	6.26	8.06	6.68	7.3	0.7	1.15	2.99	2.93
Zm00001eb040140	116.02	134.91	58.81	53.3	28.04	19.06	55.5	60.79	61.79	60.8	44.78	55.59
Zm00001eb040130	46.25	41.52	4.4	5.51	19.56	21.14	43.61	44.49	4.25	4.42	13.87	14.7
Zm00001eb186970	7.48	8	0.1	0.66	5.11	6.46	14.06	13.74	0.16	0.38	6.78	8.09
#N/A	9.48	10.9	7.86	8.82	13.02	13.4	10.41	7.89	11.37	11.39	13.98	13.19
Zm00001eb207830	827.47	818.94	279.42	265.58	562.25	544.36	822.35	843.58	314.37	289.58	288.24	309.9
Zm00001eb167370	18.04	18.46	21.32	23.15	19.32	19.07	15.17	15.04	29.25	32.27	13.81	18.15
Zm00001eb148850	25.91	25.77	15.47	17.39	28.23	30.44	21.61	24	31.6	33.75	33.04	31.8
Zm00001eb111850	19.66	19.68	0.57	0.91	7.41	4.44	12.78	10.04	4.85	6.43	2.12	1.51
Zm00001eb363330	8.48	9.1	0.92	0.84	14.45	14.71	7.66	8.22	1.58	1.55	2.93	2.78
#N/A	36.56	38.19	34.05	33.96	40.02	42.59	45.44	46.64	33.74	34.02	39.51	34.18
Zm00001eb408670	28.02	23.33	8.96	8.1	18.54	21.4	30.86	26.81	11.34	12.11	22.78	22.86
Zm00001eb123450	15.07	15.79	4.63	3.46	9.15	10.64	15.93	17.86	5.54	5.84	6.71	6.71
Zm00001eb429850	11.39	10.18	0.36	0.38	4.65	4.15	6.45	6.97	2.18	1.36	3.08	3.07
#N/A	29.93	35.37	0.94	0.81	11.08	10.53	21.69	19.6	2.37	0.79	4.75	5.16
Zm00001eb304500	5.27	5.36	1.46	2.33	6.08	4.56	3.12	4.16	1.71	2	0.52	1.55
Zm00001eb255370	3.45	3.24	0.26	0.16	10.76	8.75	6.06	6.31	3.6	3.5	6.84	5.96
Zm00001eb243190	2.1	1.5	35.77	29.39	4.09	2.29	20.42	22.7	34.22	32.7	8.64	8.82
#N/A	8.89	6.5	5.88	5.77	6.99	11.67	13.46	12.73	6.75	8.51	76.92	71.14
#N/A	2.37	2.96	0.63	0.17	2.5	1.41	2.79	2.68	0.84	0.96	5.99	4.2
Zm00001eb416740	3.91	3.97	5.44	6.36	4.27	4.26	5.15	3.83	13.14	9.88	16.75	15.29
Zm00001eb332560	14.46	17.44	23.72	25.35	8.36	6.86	8.44	9.46	26.51	25.72	21.71	20.66
#N/A	4.5	3.37	0.79	0.94	5.1	4.01	9.03	8.29	3.79	4.34	15.54	14.08
Zm00001eb093870	15.67	15.58	2.85	2.52	21.01	20.26	11.93	10.58	3.09	3.57	7.38	8.02
Zm00001eb153270	5.43	5.34	0.32	0.09	3.15	2.88	4.65	5.87	0.41	0.52	2.26	1.92
Zm00001eb375490	60.46	61.54	1.58	1.17	23.25	28.13	35.47	33.92	2.5	2.08	6.99	6.88
#N/A	0.58	0.29	19.74	21.06	2.34	1.46	1.2	0.3	2.54	3.76	0.9	0.6
Zm00001eb375490	79.04	81.82	0.67	1.22	76.51	65.91	119.09	112.71	1.25	1.08	83.84	83.06
#N/A	3.53	3.78	0.61	1.01	4.58	4.03	5.58	6.19	2.18	1.2	6.4	5.7
Zm00001eb357340	711.23	687.72	15.17	13.07	211.21	207.3	283.16	287.07	34.15	26.57	69.12	68.49
Zm00001eb064170	26.22	26.83	15.07	16.86	19.1	21.47	37.1	37.52	16.15	15.26	24.73	24.64
#N/A	11.78	16.53	6.81	5.2	21.53	15.29	38.4	32.57	11.17	6.42	56.06	53.85
Zm00001eb158530	2.96	3.14	32.37	18.97	5.99	4.86	3.97	4.35	73.45	78.08	31.43	25.74
Zm00001eb206400	4.77	4.76	72.33	61.47	3.12	2.5	2.76	2.69	60.47	58.02	12.01	13.9
Zm00001eb075560	2.45	2.69	0.67	1.06	4.84	4.35	3.45	2.33	0.48	0.39	3.23	3.22
#N/A	2.24	2.4	1.63	0.99	1.27	1.37	2.43	2.15	3.39	3.01	2.94	2.9
#N/A	13.22	12.09	5.45	5.38	12.6	11.11	12.73	13.32	7.01	7.42	6.63	5.81
#N/A	206.13	217.68	0.24	2.27	29.45	17.56	109.53	125.5	0.48	1.71	5.55	4.03
Zm00001eb405990	3.64	3.97	2.16	2.29	5.24	4.97	5.1	4.82	1.83	2.28	3.33	2.35
Zm00001eb069010	7.06	4.99	94.2	95.58	5.68	5.84	6.1	6.06	47.81	46.24	7.72	9.06
Zm00001eb397510	563.9	567.09	107.85	97.17	156.66	151.89	207.58	200.77	53.58	64.19	62.48	64.32
Zm00001eb397500	1866.16	1933.98	12.93	14.61	311.58	285.51	511.22	511.13	20.58	20.51	39.03	44.59
Zm00001eb120100	69.95	67.89	23.29	33.97	86.1	74.15	56.64	61.1	17.18	13.69	48.17	50.43
Zm00001eb120110	20.67	19.63	3.22	3.49	8.47	10.2	16.11	19.18	2.98	3.66	4.66	4.37
Zm00001eb235590	1.13	1.65	0.56	0.56	2.57	3.82	1.96	1.39	0.28	0.45	0.57	0.63
Zm00001eb292290	35.81	33.86	109.99	111.19	64.47	74.04	30.58	30.25	64.56	67.89	51.16	51.95
#N/A	84.67	82.84	33.27	30.36	45.48	41.71	50.59	52.98	44.49	43.11	18.58	20.41
Zm00001eb291630	2.39	2.12	22.44	22.51	4.52	4.88	1.48	1.36	11.53	11.04	3.89	3.61
#N/A	14.81	12.28	7.43	7.42	9.55	11.5	17.44	15.49	7.38	4.85	6.63	8.08
Zm00001eb325190	2.51	1.44	15.3	15.38	5.05	6.88	1.01	6.45	9.35	15.39	8.68	8.09
Zm00001eb210730	2.11	4.86	29.68	29.45	7.06	6.82	1.56	3.39	23.56	21.82	5.95	5.15
Zm00001eb388170	9.5	9.85	1.73	2.07	3.94	6.18	6.48	10.3	2.31	1.09	1.84	3.21
Zm00001eb212950	13.3	13.19	5.45	4.13	12.42	13.92	14.09	13.82	6.81	6.25	7.98	7.63
Zm00001eb128880	22.3	23.89	5.74	5.92	23.86	15.94	18.69	18.64	12.82	13.54	14.69	11.43
#N/A	29.04	34.84	1.49	5.87	159.81	118.02	29	36.71	3.04	2.17	45.29	51.81
Zm00001eb082480	1.57	1.59	0.43	1.38	5.55	6.09	2.32	2.09	0.22	0.67	0.92	1.61
Zm00001eb432730	11.52	10.7	3.17	4.1	17.06	19.89	16.71	18.06	4.62	3.77	12.18	12.69
Zm00001eb340550	11.61	13.72	0.38	0.15	17.82	14.02	8.99	11.16	0.19	0.59	22.47	21.33
#N/A	1.74	4.42	0.28	0.9	3.52	1.17	2.76	2.41	0.28	0.58	0.9	1.49
#N/A	28.14	31.18	9.86	9.97	19.33	18.62	29.42	23.43	13.9	14.01	20.91	24.39
Zm00001eb415660	47.68	43.87	17.65	16.1	31.45	34.49	42.78	49.25	28.74	25.41	39.8	37.36
Zm00001eb413480	1.65	1.71	2.38	0.51	2.28	2.36	4.79	4.59	1.79	0.36	2.04	5.98
Zm00001eb385250	4.01	6.93	6.23	4.83	9.15	11.09	11.56	7.57	10.91	12.45	14.37	18.2
Zm00001eb124100	0.31	0.79	1.21	0.24	0.63	0.31	0.16	0.81	0.6	0.15	1.12	1.6
Zm00001eb287090	34.57	34.7	23.5	24.45	32.53	42.12	19.42	19.42	15.49	15.55	9.59	11.32
Zm00001eb266370	5.23	5.48	272.39	290.6	13.03	12.85	5.89	8.13	242.43	231.62	16.28	20.88
Zm00001eb102140	3.11	7.78	8.34	14.09	3.55	2.73	4.39	5.99	5.45	5.04	3.25	5.27
Zm00001eb336170	5.45	6.37	2.46	3.62	4.06	4.26	7.07	5.59	5.62	6	4.88	4.83
#N/A	1.03	0.12	34.04	40.39	2.19	4.51	1.86	1.5	20.44	22.91	4.25	1.34
Zm00001eb058400	0.77	0.79	0.15	0.48	2.56	0.94	1.45	1.45	0.52	0.77	0.48	0.83
Zm00001eb272710	17.09	19.3	7.84	9.82	19.15	26.85	18.17	16.96	13.14	10.73	18.74	19.32
Zm00001eb025340	18.54	19.59	17.31	16.67	14.91	14.23	19.78	21.14	16.21	16.02	24.63	25.97
Zm00001eb425180	4.77	2.05	2.43	2.61	1.78	1.14	1.3	1.57	34.25	40.16	2.2	3.01
Zm00001eb025350	37.1	39.91	50.56	51.7	20.43	18.23	45.97	46.95	42.37	33.09	23.82	32.65
Zm00001eb416770	3.54	3.59	2347.24	2362.36	4.56	5.16	3.26	3.67	340.99	347.34	5.26	5.85
Zm00001eb000070	37.97	52.2	20.56	20.96	37.86	40.48	70.72	61.33	20.94	21.58	71.31	48.65
Zm00001eb148540	532	528.21	3.09	4.06	99.13	98.07	136.57	133.33	5.16	2.1	17.62	15.65
Zm00001eb287770	27.01	26.23	9902.86	9782.51	45	49.49	24.28	23.05	2555.26	2513.62	40.32	38.84
Zm00001eb425250	3.75	4.26	0.14	0.11	1.42	1.29	3.89	3.99	0.39	0.04	0.82	0.67
Zm00001eb160100	6.39	7.04	2.28	2.42	4.87	4.38	8.18	10.37	0.7	1.26	6.32	6.4
Zm00001eb070920	58.97	61.78	21.77	20.31	37.17	40.34	48.36	51.8	21.12	24.62	38.26	38.47
Zm00001eb085220	0.84	1.43	0.68	1.08	0.43	0.43	0.15	0.44	0.41	0.14	0.87	0.43
Zm00001eb396480	1.93	1.4	0.09	1.28	4.83	6.68	2.29	3.24	0.71	0.64	1.99	3.21
#N/A	0.28	0.57	2.17	1.51	0.71	2.4	1.16	1.88	2.44	1.67	7.92	7.75
#N/A	2.75	3.47	1.51	1.37	0.75	0.22	6.54	6.92	0.87	0.44	1.15	0.53
#N/A	3.96	5.09	4.9	8.04	8.92	5.47	4.15	3.6	7.29	7.46	10.34	6.72
Zm00001eb011930	0.4	0.61	1.2	0.62	1.59	2.78	7.68	7.06	8.54	5.59	73.72	82.24
Zm00001eb011940	1.43	0.73	194.06	178.3	6.92	6.98	2.15	2.03	56.11	59.71	1.17	1.8
Zm00001eb077010	4.21	4.03	13.31	13.36	8.24	9.76	4.53	3.21	4.63	4.19	9.16	8.48
Zm00001eb236440	3.88	4.43	2.07	2.02	4.46	4.94	6.89	6.74	2.17	2.12	5.59	4.53
Zm00001eb183750	22.06	19.14	22.31	19.36	20.27	17.26	18.6	21.12	23.66	27.34	12.65	11.46
Zm00001eb011960	28.89	26.32	2.67	2.97	19.49	22.54	26.41	27.27	10.12	11.16	19.96	20.78
#N/A	10.43	9.11	9.3	9.13	30.36	31.39	18.02	17.76	50.9	54.27	26.01	28.36
#N/A	20.14	19.7	12.23	10.32	17.26	18.92	21.77	27.12	13.05	10.73	12.39	11.46
Zm00001eb311020	10.94	12.17	2.85	3.19	5.31	6.96	10.63	12.33	5.78	4.83	3.37	3.98
Zm00001eb018220	2.34	0.74	0.77	0.69	1.91	2.28	2.71	3.24	1	0.14	3.15	2.56
#N/A	20.95	17.73	17.17	20.44	13.61	19.27	30.95	33.17	28.37	32.36	35.71	37.71
#N/A	5.34	3.32	5.34	3.55	5.5	5.19	8.82	7.49	5.72	3.09	9.22	9
Zm00001eb058330	28.16	24.39	18.26	14.02	30.45	41.99	24.74	23.26	24.68	21.72	19.79	21.22
Zm00001eb241730	3.42	3.81	458.04	447.81	7.57	7.4	3.04	4.9	444.6	453.13	27.86	24.59
Zm00001eb376690	7.82	5.39	2.17	3.45	4.51	1.97	6.95	6.66	1.9	1.11	3.16	0.86
#N/A	2.51	1.44	1.17	0.34	0.99	1.76	2.15	1.92	0.21	0.33	10.34	7.06
Zm00001eb133930	13.43	12.7	83.85	79.2	28.78	31.19	12.24	12.95	40.23	38.86	20	19.39
#N/A	5.19	7.73	5.78	4.43	6.79	8.52	15.57	17.72	7.65	6.98	22.28	21.71
Zm00001eb316740	38.49	34.35	0.32	0.34	2.61	2.89	23.82	26.78	0.22	0.44	0.23	0.25
Zm00001eb133920	9.44	8.32	83.05	83.85	13.03	15.99	6.55	6.46	36.68	40.59	10.36	9.78
Zm00001eb202850	0.96	0.43	5.52	6.88	2.49	3.43	1.63	4.65	6.19	7.61	10.52	9.7
Zm00001eb284870	7.95	10.04	2.65	2.85	7.72	8.57	11.81	11.2	2.93	1.79	4.88	4.28
Zm00001eb371520	4.96	4.61	4.16	5.16	3.63	3.38	6.41	6.92	4.47	5.39	5.65	5.02
Zm00001eb040600	168.06	196.95	36.58	19.69	117.63	92.36	95.6	124.52	49.97	52.59	62.11	63
Zm00001eb398100	10.49	9.31	3.45	3.79	7.58	7.7	9.24	9.01	4.84	5.07	8.49	8.68
Zm00001eb013660	8.61	10.76	132.15	138.56	23.26	21.37	27.7	29.19	166.34	176.58	24.4	31.97
Zm00001eb200740	7.4	6.55	1.17	2.24	4.49	4.19	3.94	4.15	1.75	1.05	2.01	2.26
Zm00001eb373420	12.22	13.4	4.46	4.29	10.05	9.33	19.71	17.09	5.4	4.44	18.78	21.24
Zm00001eb229390	6.18	6.41	29.33	32.76	32.2	32.18	9.05	8.3	46.89	45.98	57.08	49.29
Zm00001eb246390	1.84	3.36	1.43	1.51	2.84	3.33	2.16	1.78	0.83	0.49	1.64	1.38
Zm00001eb193930	11.4	12.3	2.92	2.94	14.8	15.53	18.71	13.65	5.7	5.63	12.22	10
Zm00001eb246400	49.11	50.11	8.19	9.65	74.84	63.21	40.07	42.21	10.59	9.91	19.14	18.49
Zm00001eb138260	3.99	2.23	1.13	2.39	2.47	2.21	3.6	2	1.25	1.67	1.33	1.45
Zm00001eb001300	32.18	29.66	23.37	21.17	23.01	22.95	22.77	26.17	17.38	17.49	21.02	22.2
Zm00001eb379920	12.59	10.62	29.04	29.15	10.55	8.85	32.74	32.38	21.62	24.61	27.09	29.42
#N/A	0.77	1.44	13.1	7.78	8.87	6.01	11.76	13.63	102.79	101.13	89.46	77.13
Zm00001eb017040	0.89	0.81	1.03	1.11	1.04	1.5	1.4	1.43	1.46	1.15	1.15	1.07
Zm00001eb059930	2.47	2.51	210.89	202	4.88	3.92	10.99	10.62	196.58	186.62	6.67	7.86
Zm00001eb272560	15.95	15.51	15.47	14.69	15.33	16.83	21.99	20.78	16.58	12.43	20.57	17.8
#N/A	29.03	29.93	14.66	16.26	26.47	30.81	34.88	33.13	22.68	20.02	70.1	76.41
Zm00001eb111510	0.34	0.31	4.21	3.44	2.5	1.18	0.52	0.56	8.97	10.63	30.27	32.27
Zm00001eb164720	1.9	1.85	18.98	20.27	2.16	2	2.54	1.8	63.55	63.79	6.19	6.9
#N/A	28.46	31.67	7.46	8.37	134.55	149.97	44.97	48.23	21.51	24.73	80.96	82.55
Zm00001eb389920	10.4	9.73	0.34	0.54	7.53	6.93	18.57	17.53	0.97	0.53	9.56	10.01
Zm00001eb173510	3.65	5.44	784.68	767.8	17.78	10.37	10.79	11.53	302.72	299.3	39.75	41.52
#N/A	13.22	14.05	1.41	2.92	4.66	11.37	20.83	16.18	4.79	4.2	13.36	10.12
Zm00001eb323770	3.31	3.56	5.24	5.11	7.8	8.45	4.44	4.44	11.67	11.64	8.23	7.67
Zm00001eb279940	13.42	14.41	0.83	0.75	6.01	7.26	12.43	12.57	0.71	1.57	2.38	3.49
Zm00001eb119060	5.05	6.74	20.06	18.87	10.64	6.49	5.02	6.96	10.03	9.94	8.77	10.55
Zm00001eb119050	10.82	9.63	8.28	8.74	5.96	5.21	7.99	9.65	6.18	5.9	3.55	4.99
#N/A	0.5	0.26	0.48	0.74	1.63	0.28	0.63	0.64	0.49	0.82	0.4	0.31
Zm00001eb246740	6.68	6.61	0.76	0.27	2.89	3.15	6.39	5.85	0.84	0.26	0.89	0.8
Zm00001eb140230	0.13	0.06	0.79	0.39	1.77	1.14	0.07	0.32	7.92	8.3	1.87	2.06
Zm00001eb337940	4.67	3.39	4.25	2.75	4.19	4.79	2.46	4.22	4.25	4.2	5.65	5.4
Zm00001eb152860	11.11	10.49	2.84	3.19	7.17	7.76	16.53	16.13	3.29	3.89	8.31	6.61
Zm00001eb037040	1.16	1.58	2.64	4.79	1.57	1.96	13.68	11.26	38.44	35.92	144.67	148.66
Zm00001eb125150	49.62	51.7	0.65	1.03	35.11	25.78	37.9	35.9	0.29	0.51	3.8	4.4
#N/A	11	12	3.52	3.61	12.72	12.98	17.92	17.28	8.3	6.29	12.95	16.33
Zm00001eb415740	20.19	20.4	15.49	13.12	12.84	16.21	20.57	22.03	7.89	8.46	9.72	10.55
Zm00001eb189290	7.26	8.89	7.6	10.35	11.47	9.39	6.37	5.79	10.13	12.04	15.92	13.38
Zm00001eb326490	17.86	14.73	35.91	30.03	20.73	16.96	17.45	16.2	22.58	17.85	9.95	10.1
Zm00001eb140700	16.22	14.65	9.95	11.72	10.92	8.52	22.13	27.24	14.19	14.16	13.68	12.27
Zm00001eb369330	118.71	125.91	22.39	20.82	29.16	30.71	49.6	50.78	53.09	52.09	18.2	21.13
Zm00001eb402500	5.79	6.46	4.36	2.75	3.72	5	8.04	6.19	3.7	3.05	4.9	5.47
Zm00001eb328050	14.89	16.57	14.3	15.15	14.65	15.67	19.6	18.15	27.92	25.44	15.61	18.21
Zm00001eb394030	2.83	2.72	5.24	5.27	5.75	4.11	2.62	2.29	10.52	11.04	6.06	6.63
Zm00001eb150840	88.15	78.66	30.61	25.3	48.54	40.43	140.5	150.46	51.49	46.59	63.03	66.75
Zm00001eb186880	4.07	4.03	4.05	4.75	2.7	2.7	4.42	4.78	3.08	4.25	3.53	2.75
Zm00001eb368000	210.65	207.61	107.99	102.92	282.57	270.19	589.04	566.87	464.17	462.1	1181.29	1108.91
Zm00001eb129190	5.03	4.09	3.41	3.97	1.24	1.75	4.13	3.93	3.19	3.31	2.17	2.86
#N/A	141.11	155.74	41.94	40.53	124.99	118.22	187.17	183.43	55.61	48.22	120.74	121.59
#N/A	8.25	8.46	7.25	5.71	7.42	6.98	15.24	15.76	8.13	9.63	10.26	11.73
Zm00001eb371430	2.56	0.96	37.16	39.4	1.12	1.19	1.28	1.62	66.29	67.93	0.14	0.33
Zm00001eb409200	8.18	8.52	0.09	0.41	4.02	4.68	5.09	5.8	0.26	0.35	3.19	2.78
#N/A	67.39	64.14	11.1	12.3	37.3	42.78	65.71	62.96	13.62	14.78	37.13	26.72
#N/A	26.86	22.09	5.84	6.2	28.25	25.56	25.26	26.3	13.83	12.7	14.74	13.02
Zm00001eb033140	0.52	0.54	5.25	5.52	5.11	3.52	0.93	0.76	10.66	10.32	2.31	3.09
#N/A	7.19	7.9	13.41	12.49	13.44	14.01	11.44	9.82	71.54	69.24	44.26	44.6
Zm00001eb430360	31.76	29.57	12.28	12.19	22.03	23.13	27.42	24.82	14.77	16.66	26.21	27.43
Zm00001eb016250	0.97	0.44	6.7	6.68	1.64	1.44	9.7	9.92	14.88	14.42	25.51	24.35
Zm00001eb368360	44.05	37.4	3.88	3.65	39.49	43.27	50.54	50.16	2.96	3.31	33.33	32.85
Zm00001eb413100	9.66	10.53	6.55	4.1	9.46	10.28	11	8.28	7.03	6.34	11.24	9.11
Zm00001eb154320	6.82	6.56	3.38	1.59	12.18	15.81	4.95	8.44	3.8	2.48	5.22	5.51
Zm00001eb155220	2.76	3.05	1.85	1.39	2.55	4.11	3.09	3.15	3.06	2.71	4.39	4.15
Zm00001eb154350	0.18	0.18	0.87	0.83	0.36	0.36	0.56	0.37	29.5	30.93	23.55	26.03
#N/A	4.6	4.75	5.73	5.47	7.04	7.48	8.29	10.94	3.93	3.78	18.77	18.07
Zm00001eb330830	29.37	30.35	6.32	6.1	22.98	17.12	27.98	26.94	3.83	4.89	20.06	20.8
Zm00001eb079430	12.02	13.74	41.28	39.35	7.79	8.55	12	11.82	34.03	29.6	6.05	4.63
#N/A	2.47	2.36	2.54	0.9	3.23	3.96	3.76	3.24	1.41	1.3	2.24	3.43
Zm00001eb343720	1.15	0.7	10.72	12.77	2.09	2.09	7.62	9.05	25.45	23.56	24.38	27.37
Zm00001eb205860	12.61	14.14	4.53	2.78	12.07	12.56	14.77	16.55	5.73	6.85	9.61	11.85
#N/A	20.45	20.47	7.56	5.65	19.41	18.49	21.99	22.78	12.45	10.02	15.87	18.96
Zm00001eb238460	6.93	3.48	16.24	14.19	10.74	11.25	5.68	9.11	8.3	6.74	5.15	6.12
Zm00001eb061130	6.76	4.4	14.71	18.23	3.18	4.46	5.33	6.91	10.42	10.76	1.3	2.04
Zm00001eb305980	33.59	37.98	7.24	9.9	17.5	23.09	45.45	38.88	14.08	11.19	17.44	17.1
Zm00001eb434450	9.26	8.71	2.72	3.48	10.58	10.83	14.25	12.39	4.25	5.55	6.95	7.46
Zm00001eb308290	14.32	7.78	4.4	4.2	1.6	2.06	12.7	10.44	10.01	5.79	4	6.58
#N/A	3.5	1.77	3.84	3.88	12.89	10.6	1.09	2.35	1.94	2.81	7.55	7.71
Zm00001eb061140	3.83	3.1	1.91	1.21	0.89	1.59	3.57	5.09	1.05	0.88	3.14	1.72
Zm00001eb308350	23.51	22.23	10.12	10.63	24.38	30.27	33.9	31.91	13.14	12.89	26.56	24.38
Zm00001eb350220	7.35	4.42	2.72	1.16	4.98	5.18	5.87	6.7	2.09	1.12	2.34	1.31
Zm00001eb149810	5.19	5.08	1.3	0.82	4.73	4.26	6.36	6.62	1.58	1.88	7.27	8.64
Zm00001eb149830	1.84	1.84	6.2	5.53	2.1	2.06	2.25	1.99	1.91	1.43	1.19	1.28
Zm00001eb364080	14.71	13.53	6.76	7.53	14.02	15.74	20.53	20.36	10.52	10.01	13.22	15.09
Zm00001eb111370	2.66	2.19	0.28	1.11	1.74	2.39	1.19	1.41	0.98	0.79	1.7	1.18
Zm00001eb001370	4.07	3.12	1.06	1.22	3.57	4.9	2.99	1.73	0.52	1.08	1.82	2.66
Zm00001eb104280	9.85	7.53	3.19	4.21	7.77	9.95	8.17	10.19	3.81	4.45	4.65	4.55
Zm00001eb192680	5.32	4.54	7.97	7.57	8.03	7.41	16.95	16.21	48.77	52.13	131.09	136.84
#N/A	46.86	48.41	27.69	24.72	97.77	135.15	53.04	63.14	34.14	38.87	54.3	57.32
